UserId,Date,Time,Operator,Transaction_type,Direction,Amount,Currency,New_balance,Anonymized_Content
USER_10,2024-08-09,02:26:23,MobileMoney,paiement,OUT,200.0,XAF,344.0,"Your payment of 200 XAF to MTNC BUNDLES_FORFAITS with token  has been completed at 2024-08-09 02:25:56. Your new balance: 344 XAF. Fee was 0 XAF, loyalty fee was - and loyalty reward was -. The amount was subject to a discount of - and coupons worth -. Message: -. Financial Transaction Id: [PHONE_2174]. External Transaction Id: 7174523382496541923. Provider message: SUCCESS. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-09,12:42:16,MobileMoney,transfert,IN,2000.0,XAF,2144.0,"You have received 2000 XAF from [CONTACT_E80E] Ers Shalomes Services ([PHONE_2963] ) on your mobile money account at 2024-08-09 12:42:13. Message from sender: . Your new balance: 2144 XAF. Loyalty fee was 0 and loyalty reward was 0. Promotion was 0. Financial Transaction Id: [PHONE_7396]. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-09,12:55:26,MobileMoney,transaction,OUT,500.0,XAF,1644.0,"Hello, A transaction of 500 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2024-08-09 12:55:05. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:1644 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: [PHONE_4655]. External Transaction Id: 5525550147726270245. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-09,19:35:06,MobileMoney,transaction,OUT,500.0,XAF,1144.0,"Hello, A transaction of 500 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2024-08-09 19:34:43. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:1144 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: [PHONE_7328]. External Transaction Id: 1778008690525169513. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-10,06:27:53,MobileMoney,transaction,OUT,500.0,XAF,644.0,"Hello, A transaction of 500 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2024-08-10 06:27:30. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:644 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: [PHONE_2463]. External Transaction Id: 4148343684356103711. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-11,19:24:39,MobileMoney,transfert,IN,1000.0,XAF,1144.0,"You have received 1000 XAF from [CONTACT_E80E] Ers Shalomes Services ([PHONE_2963] ) on your mobile money account at 2024-08-11 19:24:29. Message from sender: . Your new balance: 1144 XAF. Loyalty fee was 0 and loyalty reward was 0. Promotion was 0. Financial Transaction Id: [PHONE_2685]. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-12,17:33:28,MobileMoney,transaction,OUT,500.0,XAF,644.0,"Hello, A transaction of 500 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2024-08-12 17:33:06. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:644 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: [PHONE_3593]. External Transaction Id: 5965487169062313995. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-13,06:28:32,MobileMoney,transaction,OUT,500.0,XAF,144.0,"Hello, A transaction of 500 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2024-08-13 06:28:09. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:144 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: [PHONE_1011]. External Transaction Id: 5389354179518270361. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-15,12:29:07,MobileMoney,transfert,IN,1500.0,XAF,1644.0,"You have received 1500 XAF from [CONTACT_BC18] Ers Shalomes Services ([PHONE_2601] [CONTACT_A453]) on your mobile money account at 2024-08-15 12:29:03. Message from sender: . Your new balance: 1644 XAF. Loyalty fee was 0 and loyalty reward was 0. Promotion was 0. Financial Transaction Id: [PHONE_2065]. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
USER_10,2024-08-15,14:00:55,MobileMoney,transaction,OUT,500.0,XAF,1144.0,"Hello, A transaction of 500 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2024-08-15 14:00:33. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:1144 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: [PHONE_9113]. External Transaction Id: 3916538746739517980. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp [PHONE_8788]."
