UserId,Date,Time,Operator,Transaction_type,Direction,Amount,Currency,New_balance,Anonymized_Content
USER_12,2025-12-18,18:58:04,OrangeMoney,depot,IN,115000.0,FCFA,137410.58,"Depot effectue par [PHONE_2888] [CONTACT_3DDE] to [USER_12_phone] [USER_12]. Informations detaillees: Montant de transaction : 115000 FCFA, ID transaction : CI251218.1858.C72618, Frais : 0 FCFA, Commission : 0 FCFA, Montant Net du Credit : 115000 FCFA, Nouveau Solde : 137410.58 FCFA."
USER_12,2025-12-18,19:00:31,OrangeMoney,transfert,OUT,35529.0,FCFA,21219.94,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_9183] [CONTACT_7FB6] reussi. ID transaction: PP251218.1900.B53133, Montant Transaction: 35529 FCFA, Frais: 181.64 FCFA, Commission: 0 FCFA, Montant Net: 35710.64 FCFA, Nouveau Solde: 21219.94 FCFA."
USER_12,2025-12-19,17:00:08,OrangeMoney,transfert,OUT,10154.0,FCFA,10041.64,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_8784] [CONTACT_F69F] reussi. ID transaction: PP251219.1700.C84800, Montant Transaction: 10154 FCFA, Frais: 24.3 FCFA, Commission: 0 FCFA, Montant Net: 10178.3 FCFA, Nouveau Solde: 10041.64 FCFA."
USER_12,2025-12-20,09:20:10,OrangeMoney,transfert,OUT,5000.0,FCFA,5027.64,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_9355] [CONTACT_FCC6] reussi. ID transaction: PP251220.0920.B96043, Montant Transaction: 5000 FCFA, Frais: 14 FCFA, Commission: 0 FCFA, Montant Net: 5014 FCFA, Nouveau Solde: 5027.64 FCFA."
USER_12,2025-12-20,13:11:50,OrangeMoney,transfert,OUT,50754.0,FCFA,55781.64,"Transfert de [PHONE_9935] [CONTACT_9535] vers [USER_12_phone] [USER_12] reussi. Details: ID transaction: PP251220.1311.D61564, Montant Transaction: 50754FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 50754 FCFA, Nouveau Solde: 55781.64 FCFA."
USER_12,2025-12-21,20:18:30,OrangeMoney,transfert,OUT,10154.0,FCFA,41503.34,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_8784] [CONTACT_F69F] reussi. ID transaction: PP251221.2018.D56347, Montant Transaction: 10154 FCFA, Frais: 24.3 FCFA, Commission: 0 FCFA, Montant Net: 10178.3 FCFA, Nouveau Solde: 41503.34 FCFA."
USER_12,2025-12-22,08:24:37,OrangeMoney,autre,unknown,500000.0,FCFA,,Votre transfert de 500000.00 FCFA sur votre compte Orange Money depuis votre compte [CONTACT_EA0B] 110--272 est reussi. Frais: 1000 FCFA. Votre nouveau solde Orange Money : 540503.34 FCFA. CI251222.0824.D22490. Orange Money vous remercie
USER_12,2025-12-22,11:39:20,OrangeMoney,retrait,OUT,500000.0,FCFA,36499.34,"Retrait d'argent reussi par le [PHONE_2216] avec le Code : 151405. Informations detaillees : Montant: 500000 FCFA, Frais: 4004 FCFA, No de transaction CO251222.1138.B04772, montant net debite 504004 FCFA, Nouveau solde: 36499.34 FCFA."
USER_12,2025-12-22,16:22:52,OrangeMoney,transfert,OUT,20000.0,FCFA,56499.34,"Transfert de [PHONE_3337] [CONTACT_BACE] vers [USER_12_phone] [USER_12] reussi. Details: ID transaction: PP251222.1622.C29867, Montant Transaction: 20000FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 20000 FCFA, Nouveau Solde: 56499.34 FCFA."
USER_12,2025-12-23,18:49:49,OrangeMoney,transfert,OUT,3000.0,FCFA,58489.34,"Transfert de [PHONE_4976] [CONTACT_9E1D] vers [USER_12_phone] [USER_12] reussi. Details: ID transaction: PP251223.1849.D35282, Montant Transaction: 3000FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 3000 FCFA, Nouveau Solde: 58489.34 FCFA."
USER_12,2025-12-23,21:10:15,OrangeMoney,transfert,OUT,10154.0,FCFA,48311.04,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_2038] [CONTACT_9EB7] reussi. ID transaction: PP251223.2110.A20753, Montant Transaction: 10154 FCFA, Frais: 24.3 FCFA, Commission: 0 FCFA, Montant Net: 10178.3 FCFA, Nouveau Solde: 48311.04 FCFA."
USER_12,2025-12-23,23:11:38,OrangeMoney,transfert,OUT,7109.0,FCFA,41183.83,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_0462] [CONTACT_586A] reussi. ID transaction: PP251223.2311.A70190, Montant Transaction: 7109 FCFA, Frais: 18.21 FCFA, Commission: 0 FCFA, Montant Net: 7127.21 FCFA, Nouveau Solde: 41183.83 FCFA."
USER_12,2025-12-24,10:54:15,OrangeMoney,retrait,OUT,5000.0,FCFA,35944.83,"Retrait d'argent reussi par le [PHONE_3617] avec le Code : 752857. Informations detaillees : Montant: 5000 FCFA, Frais: 64 FCFA, No de transaction CO251224.1054.A92412, montant net debite 5064 FCFA, Nouveau solde: 35944.83 FCFA."
USER_12,2025-12-24,13:04:34,OrangeMoney,retrait,OUT,2000.0,FCFA,33890.83,"Retrait d'argent reussi par le [PHONE_3949] avec le Code : 265806. Informations detaillees : Montant: 2000 FCFA, Frais: 54 FCFA, No de transaction CO251224.1304.B25642, montant net debite 2054 FCFA, Nouveau solde: 33890.83 FCFA."
USER_12,2025-12-24,13:42:03,OrangeMoney,transfert,OUT,20304.0,FCFA,13542.23,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_3255] [CONTACT_F080] reussi. ID transaction: PP251224.1342.B56781, Montant Transaction: 20304 FCFA, Frais: 44.6 FCFA, Commission: 0 FCFA, Montant Net: 20348.6 FCFA, Nouveau Solde: 13542.23 FCFA."
USER_12,2025-12-24,13:56:36,OrangeMoney,transfert,OUT,10154.0,FCFA,3363.93,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_3255] [CONTACT_F080] reussi. ID transaction: PP251224.1356.B69718, Montant Transaction: 10154 FCFA, Frais: 24.3 FCFA, Commission: 0 FCFA, Montant Net: 10178.3 FCFA, Nouveau Solde: 3363.93 FCFA."
USER_12,2025-12-28,14:42:24,OrangeMoney,transfert,OUT,7109.0,FCFA,13425.72,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_8885] [CONTACT_688D] reussi. ID transaction: PP251228.1442.A06860, Montant Transaction: 7109 FCFA, Frais: 18.21 FCFA, Commission: 0 FCFA, Montant Net: 7127.21 FCFA, Nouveau Solde: 13425.72 FCFA."
USER_12,2025-12-28,20:08:23,OrangeMoney,retrait,OUT,5000.0,FCFA,8371.72,"Retrait d'argent reussi par le [PHONE_9075] avec le Code : 158464. Informations detaillees : Montant: 5000 FCFA, Frais: 54 FCFA, No de transaction CO251228.2008.B07352, montant net debite 5054 FCFA, Nouveau solde: 8371.72 FCFA."
USER_12,2025-12-29,15:31:17,OrangeMoney,depot,IN,19500.0,FCFA,27871.72,"Depot effectue par [PHONE_3124] [CONTACT_8893] to [USER_12_phone] [USER_12]. Informations detaillees: Montant de transaction : 19500 FCFA, ID transaction : CI251229.1531.C66285, Frais : 0 FCFA, Commission : 0 FCFA, Montant Net du Credit : 19500 FCFA, Nouveau Solde : 27871.72 FCFA."
USER_12,2025-12-29,18:23:07,OrangeMoney,transfert,OUT,5079.0,FCFA,22738.72,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_8784] [CONTACT_F69F] reussi. ID transaction: PP251229.1823.C31642, Montant Transaction: 5079 FCFA, Frais: 54 FCFA, Commission: 0 FCFA, Montant Net: 5133 FCFA, Nouveau Solde: 22738.72 FCFA."
USER_12,2025-12-30,17:37:56,OrangeMoney,transfert,OUT,10154.0,FCFA,32892.72,"Transfert de [PHONE_0183] [CONTACT_BB40] vers [USER_12_phone] [USER_12] reussi. Details: ID transaction: PP251230.1737.D14586, Montant Transaction: 10154FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 10154 FCFA, Nouveau Solde: 32892.72 FCFA."
USER_12,2025-12-30,18:34:09,OrangeMoney,retrait,OUT,10000.0,FCFA,22738.72,"Retrait d'argent reussi par le [PHONE_9075] avec le Code : 158464. Informations detaillees : Montant: 10000 FCFA, Frais: 154 FCFA, No de transaction CO251230.1834.B74143, montant net debite 10154 FCFA, Nouveau solde: 22738.72 FCFA."
USER_12,2025-12-31,18:29:45,OrangeMoney,depot,IN,6500.0,FCFA,29238.72,"Depot effectue par [PHONE_0935] [CONTACT_1DE8] to [USER_12_phone] [USER_12]. Informations detaillees: Montant de transaction : 6500 FCFA, ID transaction : CI251231.1829.B55301, Frais : 0 FCFA, Commission : 0 FCFA, Montant Net du Credit : 6500 FCFA, Nouveau Solde : 29238.72 FCFA."
USER_12,2025-12-31,18:39:30,OrangeMoney,transfert,OUT,10154.0,FCFA,19060.42,"Transfert de [USER_12_phone] [USER_12] vers [PHONE_6205] [CONTACT_651E] reussi. ID transaction: PP251231.1839.A86307, Montant Transaction: 10154 FCFA, Frais: 24.3 FCFA, Commission: 0 FCFA, Montant Net: 10178.3 FCFA, Nouveau Solde: 19060.42 FCFA."
