UserId,Date,Time,Operator,Transaction_type,Direction,Amount,Currency,New_balance,Anonymized_Content
USER_3,23/10/2023,16:34:17,OrangeMoney,rechargement,OUT,1000.0,FCFA,557.5,"Rechargement reussi. Montant de la transaction: 1000 FCFA, ID transaction: RC231023.1634.B10593, Frais: 0 FCFA, Commission: 0 FCFA, Nouveau solde: 557.5 FCFA"
USER_3,23/10/2023,19:43:37,OrangeMoney,depot,IN,30000.0,FCFA,30557.5,"Depot effectue par [PHONE_8627] [CONTACT_98AF] to [USER_3_phone] [USER_3]. Informations detaillees: Montant de transaction : 30000 FCFA, ID transaction : CI231023.1943.A84630, Frais : 0 FCFA, Commission : 0 FCFA, Montant Net du Credit : 30000 FCFA, Nouveau Solde : 30557.5 FCFA."
USER_3,24/10/2023,17:30:56,OrangeMoney,retrait,OUT,30000.0,FCFA,107.5,"Retrait d'argent reussi par le [PHONE_4205] avec le Code : 160547. Informations detaillees : Montant: 30000 FCFA, Frais: 450 FCFA, No de transaction CO231024.1730.A14331, montant net debite 30450 FCFA, Nouveau solde: 107.5 FCFA."
USER_3,26/10/2023,11:08:08,OrangeMoney,transfert,OUT,5100.0,FCFA,5207.5,"Transfert de [PHONE_4681] [CONTACT_2DFD] vers [USER_3_phone] [USER_3] reussi. Details: ID transaction: PP231026.1108.C82047, Montant Transaction: 5100FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 5100 FCFA, Nouveau Solde: 5207.5 FCFA."
USER_3,26/10/2023,19:19:23,OrangeMoney,depot,IN,5000.0,FCFA,10207.5,"Depot effectue par [PHONE_8652] [CONTACT_7B9E] to [USER_3_phone] [USER_3]. Informations detaillees: Montant de transaction : 5000 FCFA, ID transaction : CI231026.1919.B85011, Frais : 0 FCFA, Commission : 0 FCFA, Montant Net du Credit : 5000 FCFA, Nouveau Solde : 10207.5 FCFA."
USER_3,26/10/2023,20:24:18,OrangeMoney,transfert,OUT,5100.0,FCFA,5082.0,"Transfert de [USER_3_phone] [USER_3] vers [PHONE_0789] [CONTACT_E9B4] reussi. ID transaction: PP231026.2024.B75377, Montant Transaction: 5100 FCFA, Frais: 25.5 FCFA, Commission: 0 FCFA, Montant Net: 5125.5 FCFA, Nouveau Solde: 5082 FCFA."
USER_3,27/10/2023,08:25:13,OrangeMoney,transfert,OUT,3100.0,FCFA,8182.0,"Transfert de [PHONE_5161] [CONTACT_08D2] vers [USER_3_phone] [USER_3] reussi. Details: ID transaction: PP231027.0825.C01985, Montant Transaction: 3100FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 3100 FCFA, Nouveau Solde: 8182 FCFA."
USER_3,27/10/2023,09:38:59,OrangeMoney,transfert,OUT,5200.0,FCFA,13382.0,"Transfert de [PHONE_2542] [CONTACT_D27E] vers [USER_3_phone] [USER_3] reussi. Details: ID transaction: PP231027.0938.C47320, Montant Transaction: 5200FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 5200 FCFA, Nouveau Solde: 13382 FCFA."
USER_3,27/10/2023,21:12:05,OrangeMoney,rechargement,OUT,1000.0,FCFA,12382.0,"Rechargement reussi. Montant de la transaction: 1000 FCFA, ID transaction: RC231027.2111.B92906, Frais: 0 FCFA, Commission: 0 FCFA, Nouveau solde: 12382 FCFA"
USER_3,28/10/2023,10:56:28,OrangeMoney,transfert,OUT,10200.0,FCFA,22582.0,"Transfert de [PHONE_5972] [CONTACT_2AC8] vers [USER_3_phone] [USER_3] reussi. Details: ID transaction: PP231028.1056.A55710, Montant Transaction: 10200FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 10200 FCFA, Nouveau Solde: 22582 FCFA."
