UserId,Date,Time,Operator,Transaction_type,Direction,Amount,Currency,New_balance,Anonymized_Content
USER_8,2025-12-23,22:03:24,OrangeMoney,transfert,OUT,1554.0,FCFA,1000.84,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_8950] [CONTACT_2B8C] reussi. ID transaction: PP251223.2203.C57505, Montant Transaction: 1554 FCFA, Frais: 7.1 FCFA, Commission: 0 FCFA, Montant Net: 1561.1 FCFA, Nouveau Solde: 1000.84 FCFA."
USER_8,2025-12-24,00:06:20,OrangeMoney,transfert,OUT,2054.0,FCFA,3054.84,"Transfert de [PHONE_9938] [CONTACT_854C] vers [USER_8_phone] [USER_8] reussi. Details: ID transaction: PP251224.0006.A81320, Montant Transaction: 2054FCFA, Frais: 0 FCFA, Commission: 0 FCFA, Montant Net: 2054 FCFA, Nouveau Solde: 3054.84 FCFA."
USER_8,2025-12-24,10:08:23,OrangeMoney,depot,IN,25000.0,FCFA,28054.84,"Depot effectue par [PHONE_4804] [CONTACT_BD20] to [USER_8_phone] [USER_8]. Informations detaillees: Montant de transaction : 25000 FCFA, ID transaction : CI251224.1008.D38608, Frais : 0 FCFA, Commission : 0 FCFA, Montant Net du Credit : 25000 FCFA, Nouveau Solde : 28054.84 FCFA."
USER_8,2025-12-24,10:12:27,OrangeMoney,transfert,OUT,20304.0,FCFA,7706.24,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_6496] [CONTACT_0B58] reussi. ID transaction: PP251224.1012.B59892, Montant Transaction: 20304 FCFA, Frais: 44.6 FCFA, Commission: 0 FCFA, Montant Net: 20348.6 FCFA, Nouveau Solde: 7706.24 FCFA."
USER_8,2025-12-25,11:45:52,OrangeMoney,transfert,OUT,2054.0,FCFA,5644.14,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_0116] [CONTACT_5DC6] reussi. ID transaction: PP251225.1145.B26878, Montant Transaction: 2054 FCFA, Frais: 8.1 FCFA, Commission: 0 FCFA, Montant Net: 2062.1 FCFA, Nouveau Solde: 5644.14 FCFA."
USER_8,2025-12-26,11:28:55,OrangeMoney,transfert,OUT,1554.0,FCFA,4083.04,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_0813] [CONTACT_8DBB] reussi. ID transaction: PP251226.1128.A40128, Montant Transaction: 1554 FCFA, Frais: 7.1 FCFA, Commission: 0 FCFA, Montant Net: 1561.1 FCFA, Nouveau Solde: 4083.04 FCFA."
USER_8,2025-12-26,14:23:24,OrangeMoney,transfert,OUT,2054.0,FCFA,2020.94,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_8624] Ango reussi. ID transaction: PP251226.1423.B52541, Montant Transaction: 2054 FCFA, Frais: 8.1 FCFA, Commission: 0 FCFA, Montant Net: 2062.1 FCFA, Nouveau Solde: 2020.94 FCFA."
USER_8,2025-12-29,12:12:23,OrangeMoney,paiement,OUT,604.0,FCFA,1104.0,"Paiement reussi par CLAUDE.  Reference de la transaction: SM251229.1212.C03198, Montant net credite: 604 FCFA Nouveau solde: 1104 FCFA."
USER_8,2025-12-30,19:53:29,OrangeMoney,transfert,OUT,554.0,FCFA,461.84,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_1607] [CONTACT_CEE3] reussi. ID transaction: PP251230.1953.D11359, Montant Transaction: 554 FCFA, Frais: 5.1 FCFA, Commission: 0 FCFA, Montant Net: 559.1 FCFA, Nouveau Solde: 461.84 FCFA."
USER_8,2025-12-31,16:39:31,OrangeMoney,depot,IN,20000.0,FCFA,20461.84,"Depot effectue par [PHONE_4804] [CONTACT_BD20] to [USER_8_phone] [USER_8]. Informations detaillees: Montant de transaction : 20000 FCFA, ID transaction : CI251231.1639.B09126, Frais : 0 FCFA, Commission : 0 FCFA, Montant Net du Credit : 20000 FCFA, Nouveau Solde : 20461.84 FCFA."
USER_8,2026-01-02,11:18:49,OrangeMoney,transfert,OUT,10154.0,FCFA,8783.54,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_7855] [CONTACT_FF42] reussi. ID transaction: PP260102.1118.A53783, Montant Transaction: 10154 FCFA, Frais: 24.3 FCFA, Commission: 0 FCFA, Montant Net: 10178.3 FCFA, Nouveau Solde: 8783.54 FCFA."
USER_8,2026-01-02,18:19:35,OrangeMoney,transfert,OUT,2479.0,FCFA,6295.59,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_7235] [CONTACT_2E5C] reussi. ID transaction: PP260102.1819.C17028, Montant Transaction: 2479 FCFA, Frais: 8.95 FCFA, Commission: 0 FCFA, Montant Net: 2487.95 FCFA, Nouveau Solde: 6295.59 FCFA."
USER_8,2026-01-02,20:00:22,OrangeMoney,transfert,OUT,2054.0,FCFA,4233.49,"Transfert de [USER_8_phone] [USER_8] vers [PHONE_1607] [CONTACT_CEE3] reussi. ID transaction: PP260102.2000.A67252, Montant Transaction: 2054 FCFA, Frais: 8.1 FCFA, Commission: 0 FCFA, Montant Net: 2062.1 FCFA, Nouveau Solde: 4233.49 FCFA."
